date,open,high,close,low,volume,ma5,ma10,ma20
2008-03-04,4813.401,4836.657,4671.148,4657.381,4512977700.0,4679.6532,4692.057,4756.84565
2008-03-05,4650.518,4689.967,4628.724,4519.743,3941799300.0,4677.4444,4664.0577,4752.74925
2008-03-06,4645.069,4746.584,4685.03,4592.621,4440226800.0,4690.0392,4644.9577,4755.9807
2008-03-07,4641.755,4693.207,4621.685,4597.009,2869094500.0,4679.4662,4636.9021,4758.4677
2008-03-10,4588.727,4588.765,4431.589,4406.232,3178035500.0,4607.6352,4628.0827,4732.54095
2008-03-11,4393.282,4441.184,4441.184,4315.183,2627659200.0,4561.6424,4620.6478,4708.5087
2008-03-12,4534.811,4553.336,4309.648,4308.35,2714564400.0,4497.8272,4587.6358,4683.1869
2008-03-13,4266.273,4296.364,4198.96,4121.275,3445130700.0,4400.6132,4545.3262,4649.1223
2008-03-14,4179.438,4212.408,4157.871,4092.791,2342788500.0,4307.8504,4493.6583,4616.3503
2008-03-17,4138.877,4138.877,3965.279,3958.292,2818096100.0,4214.5884,4411.1118,4569.06465
2008-03-18,3924.87,3996.959,3763.948,3700.35,3452375100.0,4079.1412,4320.3918,4506.2244
2008-03-19,3837.603,3954.466,3888.861,3776.301,3789847700.0,3994.9838,4246.4055,4455.2316
2008-03-20,3833.205,4044.692,4001.832,3658.04,4621294400.0,3955.5582,4178.0857,4411.5217
2008-03-21,3998.197,4083.163,4037.83,3958.967,4261516300.0,3931.55,4119.7002,4378.30115
2008-03-24,4086.07,4103.574,3857.091,3857.091,3584243800.0,3909.9124,4062.2504,4345.16655
2008-03-25,3780.459,3937.671,3905.774,3747.019,3224586300.0,3938.2776,4008.7094,4314.6786
2008-03-26,3926.864,4001.552,3914.37,3888.018,2803676300.0,3943.3794,3969.1816,4278.4087
2008-03-27,3847.439,3873.611,3748.92,3745.879,3200066800.0,3892.797,3924.1776,4234.7519
2008-03-28,3712.98,3925.856,3918.156,3661.381,4209677700.0,3868.8622,3900.2061,4196.9322
2008-03-31,3802.206,3891.66,3790.53,3780.122,2944084100.0,3855.55,3882.7312,4146.9215
2008-04-01,3776.268,3815.157,3582.855,3566.209,3530346200.0,3790.9662,3864.6219,4092.50685
2008-04-02,3621.388,3698.526,3547.977,3493.184,4276588400.0,3717.6876,3830.5335,4038.4695
2008-04-03,3518.223,3665.651,3650.698,3457.617,3298949300.0,3698.0432,3795.4201,3986.7529
2008-04-07,3611.958,3854.068,3845.822,3578.377,4048498200.0,3683.5764,3776.2193,3947.95975
2008-04-08,3852.011,3935.333,3891.059,3820.1,4406792200.0,3703.6822,3779.6161,3920.93325
2008-04-09,3857.275,3911.697,3688.125,3687.597,3899716800.0,3724.7362,3757.8512,3883.2803
2008-04-10,3641.66,3754.715,3754.715,3608.316,2880439600.0,3766.0838,3741.8857,3855.53365
2008-04-11,3794.297,3825.295,3783.728,3755.015,2632859000.0,3792.6898,3745.3665,3834.77205
2008-04-14,3699.142,3710.786,3536.327,3525.185,3342704600.0,3730.7908,3707.1836,3803.69485
2008-04-15,3513.068,3583.861,3583.299,3417.249,3065688600.0,3669.2388,3686.4605,3784.59585
2008-04-16,3573.664,3583.808,3494.016,3483.185,2652812000.0,3630.417,3677.5766,3771.09925
2008-04-17,3493.238,3559.1,3386.63,3340.875,2953061800.0,3556.8,3661.4419,3745.9877
2008-04-18,3356.562,3390.551,3272.499,3248.528,2788816200.0,3454.5542,3623.622,3709.52105
2008-04-21,3516.425,3516.425,3267.554,3223.886,4136230700.0,3400.7996,3565.7952,3671.00725
2008-04-22,3207.881,3301.548,3296.277,3122.39,3253796900.0,3343.3952,3506.317,3642.96655
2008-04-23,3267.359,3467.431,3453.727,3245.296,4427255300.0,3335.3374,3482.8772,3620.3642
2008-04-24,3739.321,3781.477,3774.504,3659.726,9657489600.0,3412.9122,3484.8561,3613.3709
2008-04-25,3781.912,3915.841,3803.07,3737.984,8481449100.0,3519.0264,3486.7903,3616.0784
2008-04-28,3740.951,3791.77,3729.154,3711.185,4883123500.0,3611.3464,3506.073,3606.6283
2008-04-29,3704.927,3797.528,3776.943,3702.021,4454044000.0,3707.4796,3525.4374,3605.94895
2008-04-30,3793.853,3970.575,3959.119,3793.853,6990977700.0,3808.558,3571.9477,3624.76215
2008-05-05,4015.212,4061.472,4055.779,3972.561,6253407300.0,3864.813,3638.8626,3650.15225
2008-05-06,4021.073,4075.575,4010.888,3961.344,5845928000.0,3906.3766,3712.7015,3668.16175
2008-05-07,3986.129,4042.407,3821.319,3821.107,5445770600.0,3924.8096,3768.078,3666.9366
2008-05-08,3774.044,3926.004,3925.041,3761.28,4405566800.0,3954.4292,3830.9544,3668.6357
2008-05-09,3960.886,3973.058,3878.924,3806.519,5365592900.0,3938.3902,3873.4741,3678.17565
2008-05-12,3804.985,3952.789,3904.92,3766.577,4538266000.0,3908.2184,3886.5157,3685.6859
2008-05-13,3786.534,3923.171,3851.687,3778.718,5033801200.0,3876.3782,3891.3774,3689.08385
2008-05-14,3843.47,3975.795,3975.782,3843.47,5060690100.0,3907.2708,3916.0402,3711.0566
2008-05-15,4006.658,4038.852,3948.088,3948.062,5077297500.0,3911.8802,3933.1547,3729.29605
2008-05-16,3948.034,3982.221,3936.121,3882.895,3972175200.0,3923.3196,3930.8549,3751.4013
2008-05-19,3926.314,3936.277,3914.072,3865.5,2970958100.0,3925.15,3916.6842,3777.7734
2008-05-20,3911.096,3946.441,3710.818,3698.554,3970262900.0,3896.9762,3886.6772,3799.68935
2008-05-21,3668.181,3801.067,3783.049,3591.566,4359616200.0,3858.4296,3882.8502,3825.4641
2008-05-22,3732.641,3783.849,3711.444,3704.157,4074271700.0,3811.1008,3861.4905,3846.22245
2008-05-23,3697.89,3741.06,3675.147,3629.009,3344043100.0,3758.906,3841.1128,3857.29345
2008-05-26,3643.012,3643.012,3559.217,3555.762,2818019000.0,3687.935,3806.5425,3846.5291
2008-05-27,3549.986,3594.657,3576.197,3533.466,2476269300.0,3661.0108,3778.9935,3835.18545
2008-05-28,3583.284,3697.996,3676.23,3561.733,3103491400.0,3639.647,3749.0383,3832.53925
2008-05-29,3666.196,3677.02,3580.868,3578.732,2942274000.0,3613.5318,3712.3163,3822.7355
2008-05-30,3585.605,3620.225,3611.33,3552.662,2859084700.0,3600.7684,3679.8372,3805.34605
2008-06-02,3600.234,3650.478,3625.826,3580.58,2825335800.0,3614.0902,3651.0126,3783.8484
2008-06-03,3624.572,3641.429,3614.111,3585.124,3473514100.0,3621.673,3641.3419,3764.00955
2008-06-04,3601.54,3605.058,3546.916,3513.641,2941765300.0,3595.8102,3617.7286,3750.2894
2008-06-05,3529.978,3542.244,3512.138,3487.792,2398927900.0,3582.0642,3597.798,3729.64425
2008-06-06,3519.116,3532.297,3489.502,3470.563,2094422900.0,3557.6986,3579.2335,3710.17315
2008-06-10,3344.453,3352.321,3206.562,3188.796,3294996100.0,3473.8458,3543.968,3675.25525
2008-06-11,3155.943,3181.818,3140.299,3097.395,2940973500.0,3379.0834,3500.3782,3639.68585
2008-06-12,3123.64,3148.742,3084.633,3022.876,3145410900.0,3286.6268,3441.2185,3595.1284
2008-06-13,3087.337,3108.988,2979.117,2975.661,2531983700.0,3180.0226,3381.0434,3546.67985
2008-06-16,2981.085,3012.993,2952.242,2900.075,2681379400.0,3072.5706,3315.1346,3497.4859
2008-06-17,2950.399,2977.889,2842.676,2820.643,2646377800.0,2999.7934,3236.8196,3443.9161
2008-06-18,2820.237,3007.18,2991.273,2759.107,4256009500.0,2969.9882,3174.5358,3407.93885
2008-06-19,2967.402,2967.402,2773.076,2768.225,3631903900.0,2907.6768,3097.1518,3357.4402
2008-06-20,2795.465,2946.939,2849.668,2691.868,5167590500.0,2881.787,3030.9048,3314.3514
2008-06-23,2798.428,2845.479,2789.941,2771.363,2663149300.0,2849.3268,2960.9487,3270.0911
2008-06-24,2775.69,2865.903,2851.915,2770.987,3179245600.0,2851.1746,2925.484,3234.726
2008-06-25,2844.922,2973.173,2969.537,2834.945,4242526100.0,2846.8274,2908.4078,3204.393
2008-06-26,2964.516,3010.278,2980.907,2922.786,4259931200.0,2888.3936,2898.0352,3169.62685
2008-06-27,2886.18,2899.836,2816.021,2787.252,4088655600.0,2881.6642,2881.7256,3131.3845
2008-06-30,2782.844,2834.272,2791.819,2747.614,2529540600.0,2882.0398,2865.6833,3090.40895
2008-07-01,2799.195,2809.381,2698.347,2690.181,2885158500.0,2851.3262,2851.2504,3044.035
2008-07-02,2702.634,2745.939,2699.597,2670.064,2791636500.0,2797.3382,2822.0828,2998.3093
2008-07-03,2654.479,2807.682,2760.612,2617.258,4566030500.0,2753.2792,2820.8364,2958.9941
2008-07-04,2751.213,2783.847,2741.852,2716.022,3790501000.0,2738.4454,2810.0548,2920.4798
2008-07-07,2747.611,2890.985,2882.763,2747.611,5273202400.0,2756.6342,2819.337,2890.14285
2008-07-08,2900.571,2939.143,2901.841,2841.073,5424807800.0,2797.333,2824.3296,2874.9068
2008-07-09,2926.996,3015.271,3015.126,2926.996,6935696800.0,2860.4388,2828.8885,2868.64815
2008-07-10,2970.984,3056.905,2973.728,2950.2,6164955400.0,2903.062,2828.1706,2863.1029
2008-07-11,2962.861,2988.197,2953.498,2913.872,4428710100.0,2945.3912,2841.9183,2861.82195
2008-07-14,2927.24,2996.592,2975.874,2917.023,3457504300.0,2964.0134,2860.3238,2863.00355
2008-07-15,2987.061,2997.666,2852.979,2849.199,4729275900.0,2954.241,2875.787,2863.5187
2008-07-16,2818.763,2824.881,2745.596,2702.659,3940311500.0,2900.335,2880.3869,2851.23485
2008-07-17,2790.259,2812.992,2718.068,2705.809,3268733500.0,2849.203,2876.1325,2848.48445
2008-07-18,2746.536,2818.064,2815.462,2690.069,4020340200.0,2821.5958,2883.4935,2846.77415
2008-07-21,2792.829,2915.293,2911.051,2780.282,4511957700.0,2808.6312,2886.3223,2852.82965
2008-07-22,2905.276,2931.447,2904.743,2890.252,3881497600.0,2818.984,2886.6125,2855.47105
2008-07-23,2923.049,2941.972,2883.32,2879.185,3882123300.0,2846.5288,2873.4319,2851.1602
2008-07-24,2905.043,2979.748,2977.362,2902.976,4853866500.0,2898.3876,2873.7953,2850.98295
2008-07-25,2939.321,2967.719,2939.202,2916.684,4057108100.0,2923.1356,2872.3657,2857.142
2008-07-28,2959.113,2997.604,2960.851,2946.492,3930864000.0,2933.0956,2870.8634,2865.5936
2008-07-29,2921.248,2921.248,2905.63,2881.05,3603627500.0,2933.273,2876.1285,2875.95775
2008-07-30,2940.02,2949.943,2884.384,2866.031,2981080000.0,2933.4858,2890.0073,2885.1971
2008-07-31,2894.246,2899.069,2805.21,2804.698,2794096600.0,2899.0554,2898.7215,2887.427
2008-08-01,2786.123,2868.679,2840.788,2748.755,3403149100.0,2879.3726,2901.2541,2892.3738
2008-08-04,2816.936,2832.895,2773.15,2767.529,2278232400.0,2841.8324,2887.464,2886.89315
2008-08-05,2780.761,2792.742,2703.079,2695.372,3046923500.0,2801.3222,2867.2976,2876.95505
2008-08-06,2723.523,2749.099,2721.693,2679.66,2740402200.0,2768.784,2851.1349,2862.2834
2008-08-07,2717.661,2747.884,2720.442,2683.409,2337043900.0,2751.8304,2825.4429,2849.6191
2008-08-08,2719.375,2719.375,2591.462,2581.811,3089458100.0,2701.9652,2790.6689,2831.5173
2008-08-11,2579.805,2580.72,2456.811,2442.794,3212020600.0,2638.6974,2740.2649,2805.56415
2008-08-12,2431.383,2474.324,2444.155,2413.597,2419194400.0,2586.9126,2694.1174,2785.12295
2008-08-13,2427.495,2466.086,2444.672,2369.58,2755171100.0,2531.5084,2650.1462,2770.07675
2008-08-14,2429.977,2461.238,2443.512,2410.491,2015723600.0,2476.1224,2613.9764,2756.34895
2008-08-15,2440.39,2479.151,2447.615,2412.949,2042226100.0,2447.353,2574.6591,2737.9566
2008-08-18,2451.311,2452.626,2313.402,2312.951,2362310600.0,2418.6712,2528.6843,2708.07415
2008-08-19,2285.515,2356.191,2348.472,2273.893,1947710600.0,2399.5346,2493.2236,2680.2606
2008-08-20,2332.386,2533.303,2532.94,2312.176,4504341500.0,2417.1882,2474.3483,2662.7416
2008-08-21,2494.262,2535.862,2443.979,2438.86,3751804000.0,2417.2816,2446.702,2636.07245
2008-08-22,2421.249,2437.432,2404.928,2362.631,2629824100.0,2408.7442,2428.0486,2609.35875
2008-08-25,2408.026,2439.907,2400.548,2373.765,1864319000.0,2426.1734,2422.4223,2581.3436
2008-08-26,2370.528,2390.655,2331.532,2306.936,2374193700.0,2422.7854,2411.16,2552.6387
2008-08-27,2322.539,2367.717,2325.292,2291.35,2386258400.0,2381.2558,2399.222,2524.6841
2008-08-28,2325.262,2363.563,2335.865,2316.682,2040029100.0,2359.633,2388.4573,2501.21685
2008-08-29,2347.4,2418.051,2391.64,2339.518,2887784500.0,2356.9754,2382.8598,2478.75945
2008-09-01,2372.638,2372.638,2309.171,2297.023,2115280300.0,2338.7,2382.4367,2455.5605
2008-09-02,2292.686,2309.206,2285.411,2268.004,1844049800.0,2329.4758,2376.1306,2434.6771
2008-09-03,2279.598,2296.032,2245.964,2219.559,2374947400.0,2313.6102,2347.433,2410.89065
2008-09-04,2238.645,2270.411,2251.146,2216.112,1898478000.0,2296.6664,2328.1497,2387.42585
2008-09-05,2193.038,2221.093,2183.432,2172.941,2165448000.0,2255.0248,2306.0001,2367.02435
2008-09-08,2189.822,2198.761,2126.518,2119.124,2218655400.0,2218.4942,2278.5971,2350.5097
2008-09-09,2135.223,2150.988,2139.145,2111.404,1762429800.0,2189.241,2259.3584,2335.2592
2008-09-10,2124.965,2181.253,2143.176,2099.234,2205784400.0,2168.6834,2241.1468,2320.1844
2008-09-11,2135.453,2141.995,2072.126,2067.249,2217678100.0,2132.8794,2214.7729,2301.6151
2008-09-12,2071.061,2102.979,2077.846,2066.437,1919702000.0,2111.7622,2183.3935,2283.12665
2008-09-16,2050.316,2050.316,2000.651,1987.298,3356326100.0,2086.5888,2152.5415,2267.4891
2008-09-17,1981.252,2003.908,1929.135,1923.55,3286224200.0,2044.5868,2116.9139,2246.52225
2008-09-18,1876.965,1936.735,1895.99,1804.77,4782026300.0,1995.1496,2081.9165,2214.67475
2008-09-19,2065.779,2073.113,2073.113,2046.222,3652540400.0,1995.347,2064.1132,2196.13145
2008-09-22,2228.366,2258.424,2207.614,2130.315,10199387300.0,2021.3006,2066.5314,2186.26575
2008-09-23,2141.6,2180.368,2123.478,2118.92,7836561700.0,2045.866,2066.2274,2172.41225
2008-09-24,2072.652,2139.222,2138.853,2050.967,4532818000.0,2087.8096,2066.1982,2162.7783
2008-09-25,2143.729,2256.271,2223.532,2139.616,7423791200.0,2153.318,2074.2338,2157.6903
2008-09-26,2234.459,2257.161,2243.657,2192.129,5942994300.0,2187.4268,2091.3869,2153.0799
2008-10-06,2206.563,2206.563,2128.696,2128.271,4557526400.0,2171.6432,2096.4719,2139.9327
2008-10-07,2043.923,2136.124,2102.448,2024.648,4306532500.0,2167.4372,2106.6516,2129.59655
2008-10-08,2041.991,2073.067,2022.881,2000.522,3687470000.0,2144.2428,2116.0262,2116.47005
2008-10-09,2059.585,2063.304,1995.297,1993.01,3358231100.0,2098.5958,2125.9569,2103.9367
2008-10-10,1913.265,1938.215,1906.96,1881.673,3915159300.0,2031.2564,2109.3416,2086.7274
2008-10-13,1889.754,1985.63,1985.486,1841.533,4353812000.0,2002.6144,2087.1288,2076.8301
2008-10-14,2054.408,2060.488,1934.619,1934.459,5433194600.0,1969.0486,2068.2429,2067.23515
2008-10-15,1911.032,1930.634,1914.356,1892.015,3189239800.0,1947.3436,2045.7932,2055.9957
2008-10-16,1833.482,1866.902,1820.903,1818.933,4052964800.0,1912.4648,2005.5303,2039.88205
2008-10-17,1837.914,1851.332,1833.262,1805.667,2871542000.0,1897.7252,1964.4908,2027.93885
2008-10-20,1828.414,1899.347,1896.733,1802.095,3327715200.0,1879.9746,1941.2945,2018.8832
2008-10-21,1901.244,1928.194,1881.406,1880.517,3890839500.0,1869.332,1919.1903,2012.92095
2008-10-22,1854.6,1887.305,1833.323,1832.446,3296857200.0,1853.1254,1900.2345,2008.13035
2008-10-23,1794.681,1836.413,1834.78,1779.134,3575865400.0,1855.9008,1884.1828,2005.06985
2008-10-24,1831.463,1840.884,1781.598,1769.11,3298066800.0,1845.568,1871.6466,1990.4941
2008-10-27,1746.668,1746.668,1654.671,1652.792,3644184700.0,1797.1556,1838.5651,1962.84695
2008-10-28,1614.616,1716.306,1705.82,1607.674,4679280400.0,1762.0384,1815.6852,1941.96405
2008-10-29,1723.234,1731.256,1658.223,1657.653,3886948800.0,1727.0184,1790.0719,1917.93255
2008-10-30,1669.968,1723.929,1697.656,1646.345,4128429200.0,1699.5936,1777.7472,1891.63875
2008-10-31,1688.09,1696.647,1663.66,1655.088,2831453400.0,1676.006,1760.787,1862.6389
2008-11-03,1648.556,1684.559,1653.542,1643.418,2538109700.0,1675.7802,1736.4679,1838.8812
2008-11-04,1646.201,1648.451,1627.759,1606.731,2610016500.0,1660.168,1711.1032,1815.14675
2008-11-05,1641.264,1714.661,1691.42,1641.264,4241821000.0,1666.8074,1696.9129,1798.5737
2008-11-06,1648.127,1661.441,1649.776,1638.344,3078417900.0,1657.2314,1678.4125,1781.29765
2008-11-07,1618.753,1690.105,1677.827,1612.739,3152159000.0,1660.0648,1668.0354,1769.841
2008-11-10,1714.123,1803.119,1801.665,1714.123,6394885900.0,1689.6894,1682.7348,1760.64995
2008-11-11,1795.301,1824.929,1781.361,1778.332,6607285100.0,1720.4098,1690.2889,1752.98705
2008-11-12,1758.479,1806.23,1801.823,1754.288,4408796000.0,1742.4904,1704.6489,1747.3604
2008-11-13,1777.031,1891.942,1874.082,1765.635,8323455200.0,1787.3516,1722.2915,1750.01935
2008-11-14,1893.309,1943.654,1943.654,1874.932,9116871700.0,1840.517,1750.2909,1755.53895
2008-11-17,1934.737,1987.225,1987.225,1919.967,8783662600.0,1877.629,1783.6592,1760.06355
2008-11-18,1974.378,1994.82,1839.819,1831.757,9727835300.0,1889.3206,1804.8652,1757.9842
2008-11-19,1831.597,1959.522,1953.163,1823.273,8211740800.0,1919.5886,1831.0395,1763.9762
2008-11-20,1916.7,1976.95,1932.428,1900.268,8318703800.0,1931.2578,1859.3047,1768.8586
2008-11-21,1872.265,1968.892,1920.735,1835.086,8304932900.0,1926.674,1883.5955,1775.81545
2008-11-24,1913.993,1923.933,1837.642,1835.863,5056151700.0,1896.7574,1887.1932,1784.964
2008-11-25,1870.055,1883.104,1834.294,1801.56,4281459000.0,1895.6524,1892.4865,1791.3877
2008-11-26,1832.114,1865.652,1843.495,1815.015,4556563500.0,1873.7188,1896.6537,1800.6513
2008-11-27,1961.891,1969.024,1870.473,1870.045,8800832200.0,1861.3278,1896.2928,1809.29215
2008-11-28,1851.103,1866.256,1829.924,1815.447,5159066000.0,1843.1656,1884.9198,1817.60535
2008-12-01,1823.769,1864.3,1864.205,1799.839,4838633300.0,1848.4782,1872.6178,1828.1385
2008-12-02,1821.543,1891.133,1868.631,1814.903,6135023500.0,1855.3456,1875.499,1840.1821
2008-12-03,1884.601,1952.668,1952.668,1884.601,8501914400.0,1877.1802,1875.4495,1853.2445
2008-12-04,1980.445,2046.473,1982.928,1978.141,11918344100.0,1899.6712,1880.4995,1869.9021
2008-12-05,1969.741,2014.197,2013.175,1965.089,7436632600.0,1936.3214,1889.7435,1886.6695
2008-12-08,2040.474,2095.465,2095.036,2033.978,10760713100.0,1982.4876,1915.4829,1901.33805
2008-12-09,2104.124,2107.599,2040.847,2038.072,9250981400.0,2016.9308,1936.1382,1914.31235
2008-12-10,2028.514,2096.393,2096.393,2014.283,8327106200.0,2045.6758,1961.428,1929.04085
2008-12-11,2087.43,2107.292,2046.337,2043.62,7355623600.0,2058.3576,1979.0144,1937.6536
2008-12-12,2027.069,2038.185,1960.38,1936.28,6738726600.0,2047.7986,1992.06,1938.4899
2008-12-15,1991.551,2006.225,1975.034,1941.054,5045109600.0,2023.7982,2003.1429,1937.88035
2008-12-16,1956.995,1994.959,1994.45,1919.869,4792487800.0,2014.5188,2015.7248,1945.6119
2008-12-17,2002.029,2030.388,2001.42,1995.65,5868515000.0,1995.5242,2020.6,1948.02475
2008-12-18,2001.048,2045.945,2045.102,1982.428,5842922400.0,1995.2772,2026.8174,1953.65845
2008-12-19,2037.369,2075.384,2052.114,2033.112,6331122700.0,2013.624,2030.7113,1960.2274
2008-12-22,2050.77,2055.366,2017.549,1993.326,5294946400.0,2022.127,2022.9626,1969.22275
2008-12-23,2019.231,2019.231,1918.955,1918.432,6359046400.0,2007.028,2010.7734,1973.4558
2008-12-24,1893.225,1912.775,1887.075,1872.647,4420183100.0,1984.159,1989.8416,1975.6348
2008-12-25,1891.526,1902.714,1870.765,1848.708,3991683400.0,1949.2916,1972.2844,1975.6494
2008-12-26,1868.344,1881.077,1862.096,1850.502,3456088800.0,1911.288,1962.456,1977.258
2008-12-29,1852.413,1861.302,1854.757,1816.059,3598687300.0,1878.7296,1950.4283,1976.7856
2008-12-30,1852.949,1867.408,1833.435,1824.528,3758462700.0,1861.6256,1934.3268,1975.0258
2008-12-31,1835.105,1844.416,1817.722,1813.726,3563135500.0,1847.755,1915.957,1968.2785
2009-01-05,1848.326,1882.959,1882.959,1837.839,4818702000.0,1850.1938,1899.7427,1963.28005
2009-01-06,1880.672,1948.489,1942.795,1873.011,7097409700.0,1866.3336,1888.8108,1959.76105
2009-01-07,1942.671,1959.246,1931.178,1930.868,5970216700.0,1881.6178,1880.1737,1951.56815
2009-01-08,1894.664,1902.796,1887.991,1873.648,5344649000.0,1892.529,1877.0773,1943.92535
2009-01-09,1886.488,1923.423,1918.365,1886.488,4740721600.0,1912.6576,1880.2063,1935.02395
2009-01-12,1911.736,1947.083,1920.687,1905.617,5423415600.0,1920.2032,1885.1985,1928.74145
2009-01-13,1892.655,1908.196,1876.185,1874.974,4981813700.0,1906.8812,1886.6074,1924.5317
2009-01-14,1873.626,1955.244,1955.244,1873.626,5928323100.0,1911.6944,1896.6561,1923.5422
2009-01-15,1935.386,1977.191,1954.874,1930.295,7894364800.0,1925.071,1908.8,1921.5634
2009-01-16,1965.44,2026.647,1990.214,1965.44,9653863300.0,1939.4408,1926.0492,1921.0031
2009-01-19,2010.579,2052.19,2012.465,1993.95,8194817700.0,1957.7964,1938.9998,1919.37125
2009-01-20,2006.525,2025.19,2025.19,1986.061,5325926200.0,1987.5974,1947.2393,1918.02505
2009-01-21,1993.67,2047.105,2021.71,1988.241,6411742800.0,2000.8906,1956.2925,1918.2331
2009-01-22,2034.286,2048.484,2044.551,2012.738,5886194700.0,2018.826,1971.9485,1924.5129
2009-01-23,2039.522,2054.326,2032.682,2025.188,5750410900.0,2027.3196,1983.3802,1931.79325
2009-02-02,2052.439,2059.338,2057.063,2029.717,5145390600.0,2036.2392,1997.0178,1941.10815
2009-02-03,2056.795,2108.944,2108.91,2049.889,8764030200.0,2052.9832,2020.2903,1953.44885
2009-02-04,2118.563,2166.414,2166.414,2117.024,10088842800.0,2081.924,2041.4073,1969.0317
2009-02-05,2164.546,2211.179,2150.971,2135.67,11510012200.0,2103.208,2061.017,1984.9085
2009-02-06,2158.084,2240.021,2237.28,2158.084,10666490400.0,2144.1276,2085.7236,2005.8864
2009-02-09,2271.593,2307.907,2296.672,2257.49,12952367000.0,2192.0494,2114.1443,2026.57205
2009-02-10,2288.071,2327.1,2326.755,2263.532,11629454800.0,2235.6184,2144.3008,2045.77005
2009-02-11,2287.232,2381.193,2331.138,2275.574,14757663700.0,2268.5632,2175.2436,2065.76805
2009-02-12,2335.401,2344.659,2318.343,2248.484,11982621800.0,2302.0376,2202.6228,2087.28565
2009-02-13,2321.56,2402.436,2399.065,2307.09,14040991000.0,2334.3946,2239.2611,2111.32065
2009-02-16,2421.187,2462.389,2462.245,2397.181,15234666900.0,2367.5092,2279.7793,2138.39855
2009-02-17,2460.569,2470.623,2385.293,2384.787,14101499100.0,2379.2168,2307.4176,2163.85395
2009-02-18,2331.662,2369.053,2275.843,2272.505,11542206200.0,2368.1578,2318.3605,2179.8839
2009-02-19,2295.653,2324.675,2298.412,2259.593,9085392800.0,2364.1716,2333.1046,2197.0608
2009-02-20,2300.806,2344.77,2344.32,2276.298,8663206900.0,2353.2226,2343.8086,2214.7661
2009-02-23,2333.809,2419.533,2410.481,2307.921,10946540300.0,2342.8698,2355.1895,2234.6669
2009-02-24,2376.697,2411.906,2301.849,2294.522,12701755500.0,2326.181,2352.6989,2248.49985
2009-02-25,2325.039,2337.423,2304.251,2226.444,10787752800.0,2331.8626,2350.0102,2262.6269
2009-02-26,2295.426,2332.346,2190.185,2167.149,10220038500.0,2310.2172,2337.1944,2269.9086
2009-02-27,2164.54,2186.819,2140.489,2117.061,8707641500.0,2269.451,2311.3368,2275.29895
2009-03-02,2123.367,2177.294,2164.666,2112.336,6274618100.0,2220.288,2281.5789,2280.6791
2009-03-03,2109.841,2168.222,2142.154,2100.644,6616731400.0,2188.349,2257.265,2282.3413
2009-03-04,2150.239,2290.94,2285.149,2150.239,11075003300.0,2184.5286,2258.1956,2288.27805
2009-03-05,2314.079,2340.371,2304.919,2259.8,13198734700.0,2207.4754,2258.8463,2295.97545
2009-03-06,2260.756,2313.2,2286.576,2255.818,8596545000.0,2236.6928,2253.0719,2298.44025
2009-03-09,2302.011,2333.98,2202.527,2198.545,8655594800.0,2244.265,2232.2765,2293.733
2009-03-10,2175.306,2241.238,2240.782,2168.324,5666044900.0,2263.9906,2226.1698,2289.43435
2009-03-11,2288.053,2292.396,2220.38,2212.882,7083867600.0,2251.0368,2217.7827,2283.89645
